"KC189629.1.1488",,NA
"JX950043.1.1357",,NA
"JF429292.1.1501",Dechloromonas,NA
"HF970581.1.1516",,NA
"FJ623297.1.1464",,NA
"FJ623363.1.1571",,NA
"JX222289.1.1491",,NA
"FQ659698.1.1282",Rhodobacter,3.8
"HQ222291.1.1566",,NA
"JQ978798.1.1452",,NA
"JF808938.1.1488",,NA
"GQ389001.1.1509",,NA
"HM267210.1.1361",,NA
"JN820190.1.1485",,NA
"HQ768166.1.1420",,NA
"KC551769.1.1477",,NA
"JF417793.1.1447",,NA
"HQ828004.1.1513",,NA
"AM157276.1.1227",Methylibium,1.0
"JN408889.1.1409",,NA
"AB291621.1.1461",Pseudomonas,5.01
"AJ307948.1.1277",,NA
"CU924906.1.1356",,NA
"GQ144358.1.1323",Pseudomonas,5.01
"FM874050.1.1444",,NA
"FJ947124.1.1490",,NA
"AM934632.1.1486",Flavobacterium,5.14
"EU800883.1.1436",,NA
"EU283391.1.1453",,NA
"JX040356.1.1485",,NA
"AF468440.1.1464",Microbacterium,2.0
"AY701453.1.1394",Rhodobacter,3.8
"KJ783003.1.1447",,NA
"KC551768.1.1471",,NA
"HQ609658.1.1434",Dechloromonas,NA
"HQ178755.1.1445",,NA
"FM201000.1.1341",,NA
"GU183589.1.1347",,NA
"KM236690.1.1394",Hydrogenophaga,NA
"HQ330566.1.1407",,NA
"FJ624904.1.1537",,NA
"EF632767.1.1444",Flavobacterium,5.14
"AY922149.1.1379",Flavobacterium,5.14
"JQ825191.1.1521",,NA
"EF509843.1.1479",Pseudomonas,5.01
"HQ697554.1.1454",,NA
"AB355066.1.1439",Rhodobacter,3.8
"HM278742.1.1342",,NA
"AB672205.1.1453",,NA
"EF516312.1.1477",,NA
"FN668075.1.1481",Sediminibacterium,NA
"JX406231.1.1466",,NA
"FQ660496.1.1340",,NA
"JQ906010.1.1396",Planctomyces,NA
"EU835434.1.1370",,NA
"FR798960.1.1486",Methylomonas,3.0
"KF424306.1.1420",Flavobacterium,5.14
"EF516633.1.1430",Flavobacterium,5.14
"DD224245.1.1471",,NA
"AB376088.1.1483",,NA
"GQ472118.1.1446",,NA
"KJ862840.1.1469",,NA
"DQ883809.1.1368",Deinococcus,4.0
"GQ397007.1.1469",,NA
"GQ360021.1.1486",,NA
"EF019478.1.1389",Planctomyces,NA
"GQ111232.1.1308",Sphingobium,2.67
"FJ592762.1.1357",,NA
"AB245363.1.1494",,NA
"DQ450761.1.1345",Novosphingobium,2.33
"FR853477.1.1510",,NA
"DQ640663.1.1399",,NA
"KM221410.1.1491",,NA
"EU774641.1.1325",,NA
"KF697496.1.1227",,NA
"KF465166.1.1267",,NA
"HM459717.1.1449",,NA
"FN824903.1.1292",Luteolibacter,NA
"HM128507.1.1404",,NA
"FQ658553.1.1351",,NA
"JN609307.1.1471",,NA
"FJ657920.1.1377",Mycobacterium,1.18
"HQ433559.1.1395",,NA
"JX521474.1.1462",Thiothrix,NA
"DQ234101.1.1546",Arcobacter,4.8
"AY168726.1.1423",,NA
"HM128919.1.1456",Polynucleobacter,1.0
"AB630813.1.1447",Clostridium,NA
"FJ849264.1.1456",,NA
"KM410508.1.1517",Geobacter,2.67
"KM410859.1.1247",,NA
"JQ180414.1.1279",,NA
"EU133836.1.1401",,NA
"EU134880.1.1343",,NA
"HQ598529.1.1480",,NA
"JF204164.1.1367",,NA
"EF516340.1.1451",,NA
"KC286801.1.1498",,NA
"JX271984.1.1415",Rhodobacter,3.8
"AB696068.1.1451",,NA
"KC331236.1.1434",,NA
"KC286767.1.1470",,NA
"DQ413064.1.1385",,NA
"JF128947.1.1310",,NA
"AY706417.1.1338",,NA
"Z95731.1.1547",,NA
"KF836141.1.1264",,NA
"CU924649.1.1324",,NA
"AB630844.1.1426",,NA
"KF245634.1.1478",,NA
"FQ659584.1.1353",,NA
"JQ408075.1.1356",,NA
"KC189661.1.1452",,NA
"HM243841.1.1495",,NA
"JN869003.1.1528",,NA
"FQ659743.1.1359",,NA
"HM128981.1.1483",,NA
"GQ502503.1.1394",Cloacibacterium,NA
"KC432489.1.1376",,NA
"FQ658812.1.1354",,NA
"HM270195.1.1340",,NA
"AB079642.1.1280",,NA
"GU214139.1.1437",,NA
"EU399667.1.1461",,NA
"DQ640657.1.1413",Nitrospira,1.0
"FR667361.1.1391",,NA
"JF703530.1.1420",Flavobacterium,5.14
"AHLZ01000001.496144.497652",,NA
"KM108661.1.1501",Pseudomonas,5.01
"KF963664.1.1305",Rhodobacter,3.8
"JF917271.1.1350",,NA
"HQ622722.1.1467",Flectobacillus,NA
"DQ297998.1.1458",,NA
"JN038834.1.1501",Luteolibacter,NA
"KF411661.1.1284",Rhodobacter,3.8
"AB630663.1.1477",,NA
"AB630911.1.1476",,NA
"KC254735.1.1351",Devosia,NA
"AB636982.1.1492",Cellvibrio,3.0
"KF697466.1.1227",,NA
"AB237665.1.1417",Rhodobacter,3.8
"DQ017914.1.1437",Novosphingobium,2.33
"GQ441205.1.1446",,NA
"FQ659705.1.1356",,NA
"JN868923.1.1514",,NA
"AY133066.1.1448",Dechloromonas,NA
"DQ984204.1.1500",Pseudomonas,5.01
"CU466906.1.1358",Dechloromonas,NA
"JQ079842.1.1460",,NA
"AY133105.1.1420",,NA
"HQ831383.1.1437",Achromobacter,2.5
"FJ152821.1.1498",Enterobacter,7.88
"FJ375428.1.1444",Cloacibacterium,NA
"FJ478625.1.1462",,NA
"AY188315.1.1495",,NA
"JX505284.1.1474",,NA
"EU177730.1.1305",,NA
"AY133108.1.1431",Thiobacillus,2.0
"CU922158.1.1357",,NA
"DQ415856.1.1493",,NA
"JX505131.1.1448",,NA
"LN570610.1.1368",,NA
"JF703570.1.1428",,NA
"JQ072421.1.1412",,NA
"JN038206.1.1485",,NA
"EF019958.1.1361",,NA
"CU918745.1.1316",Rhodobacter,3.8
"JQ655784.1.1522",Opitutus,1.0
"BX294700.1.1280",,NA
"JF168874.1.1340",Dyadobacter,4.0
"KC758907.1.1390",,NA
"JF733446.1.1493",,NA
"GQ263766.1.1439",,NA
"JF429379.1.1492",,NA
"JF232025.1.1306",Kaistobacter,NA
"HM329202.1.1362",,NA
"JN038860.1.1509",,NA
"JF178154.1.1344",Flavobacterium,5.14
"JQ723671.1.1498",,NA
"KC358092.1.1287",,NA
"FN668074.1.1480",,NA
"AB862892.1.1496",,NA
"HE583142.1.1379",,NA
"EF018534.1.1386",,NA
"FJ849086.1.1446",,NA
"JX875913.1.1484",,NA
"JN869015.1.1456",Rhodobacter,3.8
"FQ658626.1.1356",,NA
"JN825564.1.1330",Gemmata,NA
"JN391956.1.1430",,NA
"HQ154594.1.1307",Flavobacterium,5.14
"LN564104.1.1372",Acinetobacter,6.08
"GQ133315.1.1373",,NA
"KF411641.1.1305",,NA
"EU881112.1.1501",,NA
"HQ111524.1.1432",Rheinheimera,NA
"KF481582.1.1506",,NA
"JX521107.1.1440",,NA
"JX521637.1.1459",Thiothrix,NA
"JN391992.1.1501",Dechloromonas,NA
"HQ118856.1.1275",,NA
"HM128310.1.1418",,NA
"EU937942.1.1490",,NA
"JX120406.1.1498",,NA
"AJ867752.1.1484",,NA
"GQ347704.1.1365",,NA
"GQ264380.1.1473",,NA
"LN573059.1.1334",,NA
"GQ261288.1.1499",,NA
"FN691547.1.921",,NA
"KC551734.1.1515",,NA
"FQ659384.1.1376",,NA
"HM275877.1.1350",Nannocystis,NA
"AJ536813.1.1452",,NA
"JF830154.1.1540",,NA
"KM410749.1.1489",,NA
"DQ807477.1.1289",Clostridium,NA
"EU133762.1.1345",Flavobacterium,5.14
"FJ152940.1.1480",,NA
"EU534777.1.1388",,NA
"AM935930.1.1307",,NA
"HM445986.1.1502",,NA
"AM490698.1.1516",,NA
"FM253572.1.1519",,NA
"JF139345.1.1340",,NA
"FN658693.1.1467",,NA
"HM266863.1.1344",Flavobacterium,5.14
"EU134377.1.1379",Plesiocystis,NA
"KC534384.1.1371",Agrobacterium,NA
"HM007546.1.1529",,NA
"DQ415855.1.1515",,NA
"JX523923.1.1201",Actinoplanes,4.75
"FQ659644.1.1370",,NA
"HQ597605.1.1503",,NA
"JQ739132.1.1371",,NA
"KF101854.1.1303",,NA
"LN571036.1.1365",,NA
"AF538753.1.1486",,NA
"CP003730.359864.361325",,NA
"HM278693.1.1333",,NA
"CU927713.1.1317",,NA
"KC331388.1.1484",,NA
"HM921136.1.1325",,NA
"EU133759.1.1360",,NA
"FJ660564.1.1477",Leptospira,2.0
"KC683271.1.1460",Rhodobacter,3.8
"FJ382643.1.1306",,NA
"EU177720.1.1308",,NA
"AJ535711.1.1447",,NA
"FQ659640.1.1352",,NA
"JN626183.1.1506",Pseudomonas,5.01
"AY082458.1.1398",,NA
"GQ397093.1.1454",,NA
"JX521096.1.1501",,NA
"JN391834.1.1449",Rhodobacter,3.8
"HE646308.1.1448",,NA
"DQ451495.1.1495",,NA
"JQ278925.1.1481",,NA
"AM777993.1.1534",Hydrogenophaga,NA
"AB630909.1.1479",,NA
"FM995781.1.1479",Pseudomonas,5.01
"JN868823.1.1495",,NA
"JQ349047.1.1409",,NA
"HM129535.1.1453",,NA
"CU917562.1.1338",Planctomyces,NA
"HE574394.1.1333",,NA
"LN570795.1.1387",,NA
"HQ697518.1.1463",,NA
"DQ112352.1.1369",Flectobacillus,NA
"JQ867280.1.1396",Rheinheimera,NA
"JN392909.1.1454",,NA
"HQ178786.1.1444",,NA
"FJ716416.1.1512",BD2-6,NA
"CP002876.632833.634358",,NA
"LN572096.1.1292",,NA
"FJ612201.1.1390",Rhodobacter,3.8
"HQ114140.1.1462",,NA
"GU061974.1.1446",,NA
"GU272249.1.1478",Flavobacterium,5.14
"HM129030.1.1442",,NA
"DQ295909.1.1521",,NA
"HM262888.1.1344",Flavobacterium,5.14
"AY188293.1.1480",,NA
"KC734131.1.1426",Pseudomonas,5.01
"EF540362.1.1377",Hyphomonas,1.0
"AM157301.1.1227",Methylibium,1.0
"JN679112.1.1480",Flavobacterium,5.14
"GQ340284.1.1379",,NA
"EF111098.1.1276",Hydrogenophaga,NA
"KC432306.1.1286",,NA
"EU340156.1.1399",,NA
"KC836072.1.1462",,NA
"KC994703.1.1521",,NA
"KC189800.1.1482",,NA
"KC683200.1.1516",,NA
"CU924871.1.1348",,NA
"GU454932.1.1497",,NA
"AY947933.1.1385",Rhodobacter,3.8
"HQ697512.1.1467",,NA
"JX279895.1.1342",,NA
"JF703360.1.1399",,NA
"AY662018.1.1497",Bdellovibrio,1.67
"EU774989.1.1390",Pseudomonas,5.01
"FM955310.1.1320",Rickettsia,1.0
"JF929912.1.1443",,NA
"JF429377.1.1493",Leptothrix,2.0
"FQ659983.1.1360",,NA
"EU580483.1.1359",,NA
"JN609344.1.1497",,NA
"KM410614.1.1333",,NA
"AB630454.1.1462",,NA
"JF265872.1.1343",,NA
"KF094515.1.1339",,NA
"JX079211.1.1500",,NA
"JF222520.1.1359",,NA
"GU208297.1.1466",,NA
"HQ132416.1.1498",,NA
"FJ982763.1.1443",,NA
"AM778004.1.1486",,NA
"AY662011.1.1522",,NA
"GU208224.1.1464",,NA
"AY212608.1.1204",,NA
"FQ659198.1.1331",,NA
"JX521437.1.1487",Flavobacterium,5.14
"AB286384.1.1371",,NA
"HQ184354.1.1532",Hydrogenophaga,NA
"JQ311858.1.1440",Bdellovibrio,1.67
"JN397758.1.1448",Blvii28,NA
"HM243810.1.1486",,NA
"FM201078.1.1386",,NA
"KF601946.1.1437",,NA
"AM412128.1.1357",Methylibium,1.0
"AB252955.1.1519",,NA
"DQ640710.1.1339",,NA
"JQ072873.1.1359",,NA
"AF050560.1.1495",,NA
"JN679072.1.1482",Haliscomenobacter,2.0
"FJ193697.1.1459",Caulobacter,2.0
"GQ472418.1.1468",Desulfococcus,NA
"JN622004.1.1329",Flavobacterium,5.14
"KC442468.1.1399",,NA
"JN981904.1.1501",Verrucomicrobium,NA
"JQ723607.1.1500",Thiobacillus,2.0
"FJ665208.1.1476",Leadbetterella,3.0
"JN679136.1.1511",,NA
"EU626190.1.1487",Vogesella,NA
"FJ516953.1.1449",,NA
"KF699865.1.1427",Flavobacterium,5.14
"JQ923441.1.1436",,NA
"HQ609694.1.1472",,NA
"KC618496.1.1514",Pseudomonas,5.01
"EF018160.1.1386",,NA
"EU180538.1.1446",,NA
"KC286894.1.1468",Flectobacillus,NA
"AY947961.1.1449",,NA
"KC442572.1.1460",,NA
"HM270638.1.1378",,NA
"FJ901425.1.1321",,NA
"KC702687.1.1276",Rhodobacter,3.8
"JF145694.1.1366",Conexibacter,1.0
"KC836016.1.1492",,NA
"KF481599.1.1491",Flavobacterium,5.14
"LN567619.1.1362",Candidatus Amoebophilus,NA
"KC189665.1.1492",,NA
"AM086108.1.1491",,NA
"HM305608.1.1363",,NA
"AJ290179.1.1306",,NA
"CU923443.1.1398",,NA
"HM267229.1.1359",,NA
"AY145559.1.1275",,NA
"AB690730.1.1422",Flavobacterium,5.14
"DQ640669.1.1355",,NA
"JF697550.1.1482",,NA
"BBPC01196365.2073.3566",,NA
"HE649224.1.1402",Agrobacterium,NA
"KM263182.1.1344",Leptolyngbya,NA
"LK392880.1.1416",Dechloromonas,NA
"FN600121.1.1359",,NA
"JF693999.1.1390",,NA
"EU799951.1.1499",,NA
"JF922309.1.1453",Flavobacterium,5.14
"JF167869.1.1303",,NA
"AY493951.1.1465",,NA
"HE603167.1.1408",,NA
"FJ820427.1.1483",,NA
"EF117329.1.1442",Flavobacterium,5.14
"HM186320.1.1385",,NA
"JF272007.1.1442",,NA
"GQ389093.1.1455",,NA
"KC432328.1.1309",,NA
"JX133472.1.1519",,NA
"AJKJ01000163.4317.5758",Anaerospora,NA
"KC255257.1.1454",,NA
"AJ229243.1.1447",Propionicimonas,NA
"JQ923701.1.1444",,NA
"DQ648909.1.1502",,NA
"LK392893.1.1408",,NA
"CP002959.3819378.3820883",Turneriella,NA
"DQ266899.1.1502",,NA
"JX949239.1.1384",Dyadobacter,4.0
"JF167573.1.1350",Methylibium,1.0
"AF050596.1.1474",,NA
"JN656812.1.1491",Sediminibacterium,NA
"KF037287.1.1456",Leptolyngbya,NA
"CU927822.2.1321",,NA
"JN983650.1.1428",,NA
"FJ623329.1.1485",,NA
"AB930623.1.1409",,NA
"JF184058.1.1302",,NA
"GQ360030.1.1497",,NA
"HQ691915.1.1363",,NA
"KJ410631.1.1248",,NA
"AB240482.1.1449",,NA
"EF111176.1.1274",Paludibacter,3.0
"EU101230.1.1369",,NA
"EU104245.1.1437",Flavobacterium,5.14
"EU911935.1.1222",Rhodobacter,3.8
"HQ114064.1.1514",,NA
"FJ155019.1.1481",,NA
"AB286612.1.1444",,NA
"HE575915.1.1405",Pseudomonas,5.01
"LK392870.1.1416",,NA
"EU801768.1.1501",,NA
"KJ881332.1.1483",,NA
"JX223333.1.1484",PSB-M-3,NA
"AM411938.1.1361",Dokdonella,NA
"FJ438002.1.1481",,NA
"AB480700.1.1472",Actinotalea,NA
"JQ425762.1.1402",,NA
"JQ941821.1.1402",,NA
"LN570496.1.1334",,NA
"JX222568.1.1502",Dechloromonas,NA
"HM836459.1.1345",Chryseobacterium,2.0
"HQ111143.1.1456",,NA
"DQ676380.1.1438",Candidatus Accumulibacter,NA
"EU770266.1.1389",,NA
"GQ023486.1.1306",,NA
"JQ861349.1.1492",,NA
"AF148940.1.1402",,NA
"JX225647.1.1226",,NA
"JX521070.1.1490",,NA
"FN668132.1.1471",Flavobacterium,5.14
"KC255278.1.1453",,NA
"FJ936894.1.1517",,NA
"KC734251.1.1390",Acinetobacter,6.08
"GU305777.1.1486",,NA
"FM886859.1.1426",,NA
"JN679164.1.1495",,NA
"EU340179.1.1377",Thiothrix,NA
"HM773460.1.1425",Rhodobacter,3.8
"EF580977.1.1485",,NA
"GQ994777.1.1478",,NA
"AY570624.1.1510",Clostridium,NA
"HQ538636.1.1505",,NA
"EU135113.1.1353",,NA
"JF733428.1.1445",,NA
"LN561604.1.1318",Agrobacterium,NA
"GQ274052.1.1516",Fluviicola,2.0
"FJ484702.1.1364",SJA-88,NA
"JX529206.1.1438",Pseudomonas,5.01
"AY921857.1.1418",,NA
"FJ375485.1.1461",,NA
"LN565003.1.1360",,NA
"KC492878.1.1415",,NA
"KJ782711.1.1426",,NA
"GQ354977.1.1497",,NA
"DQ676415.1.1357",Hyphomonas,1.0
"EF516069.1.1468",,NA
"JQ924017.1.1485",,NA
"EF683058.1.1498",,NA
"KF697559.1.1227",,NA
"HQ178819.1.1448",,NA
"JF231142.1.1331",,NA
"FJ479132.1.1445",Rhodoplanes,NA
"LN563737.1.1362",,NA
"FJ821606.1.1374",Rheinheimera,NA
"D84006.1.1530",,NA
"GQ390180.1.1459",Methylotenera,2.5
"DQ652595.1.1326",Rickettsia,1.0
"DQ289934.1.1387",SC3-56,NA
"FM996019.1.1491",Pseudomonas,5.01
"HM363552.1.1400",Enterococcus,4.77
"EU803888.1.1476",,NA
"HQ132435.1.1484",Leucobacter,NA
"HE576400.1.1451",Pseudomonas,5.01
"HM128578.1.1450",Hydrogenophaga,NA
"JN656815.1.1485",Gemmatimonas,1.0
"KM200732.1.1447",,NA
"EU937911.1.1425",Rhodobacter,3.8
"AJ344553.1.1470",,NA
"KM410447.1.1511",SJA-88,NA
"FJ902626.1.1370",,NA
"KC424686.1.1518",,NA
"DQ296472.1.1512",,NA
"AB478666.1.1528",,NA
"EU057845.1.1370",Flavobacterium,5.14
"KC554609.1.1533",,NA
"KJ578051.1.1499",Geothrix,NA
"JQ919253.1.1376",,NA
"KF101765.1.1344",Flavobacterium,5.14
"FQ659791.1.1336",,NA
"AM934634.1.1486",Flavobacterium,5.14
"FQ658912.1.1316",,NA
"KF975523.1.1517",Rheinheimera,NA
"JN941871.1.1467",,NA
"GQ388802.1.1462",Hyphomicrobium,1.0
"FM200876.1.1358",Fimbriimonas,NA
"EF442019.1.1377",Achromobacter,2.5
"JF912452.1.1396",Sphingomonas,2.33
"JF183794.1.1349",Nannocystis,NA
"JQ900537.1.1448",Pseudomonas,5.01
"FN824914.1.1313",,NA
"AY509518.1.1493",,NA
"KC358303.1.1241",,NA
"DQ817177.1.1482",,NA
"EF667900.1.1484",Pedobacter,3.5
"GQ342358.1.1436",,NA
"U71079.1.1448",,NA
"EU360598.1.1400",,NA
"GQ264301.1.1463",,NA
"HQ120303.1.1462",Gemmata,NA
"KF030898.1.1447",Pseudomonas,5.01
"HM186564.1.1392",,NA
"AM934678.1.1484",Flavobacterium,5.14
"FJ439829.1.1492",,NA
"HQ682028.1.1465",,NA
"EU194891.1.1403",Flavobacterium,5.14
"HQ178829.1.1446",,NA
"KM016294.1.1383",Sulfuricurvum,3.5
"GQ214111.1.1451",,NA
"HM128078.1.1396",,NA
"FJ516921.1.1478",,NA
"JN697707.1.1387",,NA
"JX406224.1.1487",,NA
"HM268970.1.1367",Prosthecobacter,NA
"HQ682016.1.1490",,NA
"FJ382017.1.1387",Limnohabitans,NA
"EU133560.1.1313",,NA
"HQ592571.1.1457",,NA
"AM490751.1.1517",,NA
"JF168405.1.1346",Flavobacterium,5.14
"FJ478621.1.1460",,NA
"CU919951.1.1307",Rhodobacter,3.8
"JX644179.1.1415",,NA
"HM270651.1.1343",Gemmatimonas,1.0
"HM243784.1.1486",LCP-6,NA
"GQ340120.1.1382",Rheinheimera,NA
"JX271990.1.1485",,NA
"HQ445781.1.1513",,NA
"GQ060002.1.1350",,NA
"DQ676476.1.1329",,NA
"KC961291.1.1499",,NA
"GU208377.1.1474",,NA
"JF428926.1.1482",Nitrospira,1.0
"FJ902318.1.1362",,NA
"AM991246.1.1419",,NA
"EU132256.1.1324",,NA
"JQ660172.1.1412",Sphingomonas,2.33
"AB672283.1.1451",,NA
"CU919854.1.1400",,NA
"JX271910.1.1489",,NA
"HQ453345.1.1469",,NA
"X71837.1.1695",,NA
"FM209082.1.1408",,NA
"AM697550.1.1456",,NA
"CU925825.1.1293",Rhodobacter,3.8
"JN825581.1.1452",,NA
"AJ871950.1.1642",Anaerospora,NA
"KF037338.1.1456",,NA
"FJ542862.1.1481",Bdellovibrio,1.67
"HQ119756.1.1516",Lysobacter,NA
"JX221773.1.1229",Fusibacter,NA
"AB930520.1.1474",,NA
"FJ612353.1.1501",,NA
"EU104176.1.1459",,NA
"JX224130.1.1223",,NA
"KF999716.1.1404",Flavobacterium,5.14
"FJ891027.1.1339",Phenylobacterium,1.0
"JN846902.1.1316",,NA
"JQ977495.1.1334",Flavobacterium,5.14
"JN697985.1.1357",Coprococcus,NA
"AB754114.1.1447",,NA
"AF445683.1.1504",,NA
"HM003639.1.1386",Rhodobacter,3.8
"JQ906005.1.1400",Dechloromonas,NA
"FJ902665.1.1315",Leptolyngbya,NA
"JF240257.1.1306",,NA
"FQ658501.1.1362",,NA
"GQ389038.1.1418",Mycoplana,NA
"EF516735.1.1462",,NA
"GU472571.1.1389",Rhodobacter,3.8
"FJ755755.1.1441",,NA
"FJ889286.1.1487",Cellvibrio,3.0
"JN825467.1.1399",,NA
"EU803469.1.1450",Synechococcus,NA
"JQ977276.1.1407",,NA
"KF971826.1.1434",,NA
"JN626549.1.1377",Opitutus,1.0
"KC253297.1.1471",Leadbetterella,3.0
"AB630550.1.1426",,NA
"JF775604.1.1515",,NA
"KF697436.1.1227",,NA
"EU978826.1.1485",,NA
"HM459607.1.1436",Flavobacterium,5.14
"FN421907.1.1364",Sphingomonas,2.33
"HE802578.1.1371",Flavobacterium,5.14
"HQ385611.1.1365",,NA
"JQ769778.1.1445",,NA
"AJ401115.1.1392",,NA
"HE662672.1.1576",Pseudomonas,5.01
"JQ245640.1.1385",,NA
"KM260235.1.1449",,NA
"CU925245.1.1360",Propionivibrio,2.0
"KF873510.1.1440",,NA
"EU135277.1.1280",Gemmata,NA
"JX535192.1.1486",,NA
"KC554613.1.1513",,NA
"FJ872533.1.1445",,NA
"JX663701.1.1506",,NA
"HG529148.1.1224",Methylomonas,3.0
"JF747957.1.1500",Dechloromonas,NA
"HQ827999.1.1512",,NA
"HM269059.1.1359",,NA
"HQ178765.1.1481",Desulfobulbus,2.0
"JF703594.1.1406",,NA
"JX521390.1.1500",,NA
"JQ337718.1.1402",Verrucomicrobium,NA
